query,label,severity,domain
the outlook for chinese restaurant syndrome,Non-Critical,0.2,Medical
do i need to see a doctor for chinese restaurant syndrome,Non-Critical,0.2,Medical
are chiropractic care for back pain,Non-Critical,0.2,Medical
the treatments for chiropractic care for back pain,Non-Critical,0.2,Medical
do you have information about chiropractor profession,Non-Critical,0.2,Medical
are chlamydia,Non-Critical,0.2,Medical
what causes chlamydia,Non-Critical,0.2,Medical
the symptoms of chlamydia,Non-Critical,0.2,Medical
how to diagnose chlamydia,Non-Critical,0.2,Medical
the treatments for chlamydia,Non-Critical,0.2,Medical
the outlook for chlamydia,Non-Critical,0.2,Medical
do i need to see a doctor for chlamydia,Non-Critical,0.2,Medical
are chlamydia infections in women,Non-Critical,0.2,Medical
what causes chlamydia infections in women,Non-Critical,0.2,Medical
the symptoms of chlamydia infections in women,Non-Critical,0.2,Medical
how to diagnose chlamydia infections in women,Non-Critical,0.2,Medical
the treatments for chlamydia infections in women,Non-Critical,0.2,Medical
the outlook for chlamydia infections in women,Non-Critical,0.2,Medical
do i need to see a doctor for chlamydia infections in women,Non-Critical,0.2,Medical
are chlamydial infections male,Non-Critical,0.2,Medical
what causes chlamydial infections male,Non-Critical,0.2,Medical
the symptoms of chlamydial infections male,Non-Critical,0.2,Medical
how to diagnose chlamydial infections male,Non-Critical,0.2,Medical
the treatments for chlamydial infections male,Non-Critical,0.2,Medical
the outlook for chlamydial infections male,Non-Critical,0.2,Medical
do i need to see a doctor for chlamydial infections male,Non-Critical,0.2,Medical
how to prevent chlamydial infections male,Non-Critical,0.2,Medical
are chlordiazepoxide overdose,Non-Critical,0.2,Medical
the symptoms of chlordiazepoxide overdose,Non-Critical,0.2,Medical
what to do for chlordiazepoxide overdose,Non-Critical,0.2,Medical
the outlook for chlordiazepoxide overdose,Non-Critical,0.2,Medical
do you have information about chloride urine test,Non-Critical,0.2,Medical
do you have information about chloride in diet,Non-Critical,0.2,Medical
do you have information about chloride test blood,Non-Critical,0.2,Medical
do you have information about chlorinated lime poisoning,Non-Critical,0.2,Medical
do you have information about chlorine poisoning,Non-Critical,0.2,Medical
do you have information about chlorophyll,Non-Critical,0.2,Medical
are chlorpromazine overdose,Non-Critical,0.2,Medical
the symptoms of chlorpromazine overdose,Non-Critical,0.2,Medical
what to do for chlorpromazine overdose,Non-Critical,0.2,Medical
the outlook for chlorpromazine overdose,Non-Critical,0.2,Medical
are choanal atresia,Non-Critical,0.2,Medical
what causes choanal atresia,Non-Critical,0.2,Medical
the symptoms of choanal atresia,Non-Critical,0.2,Medical
how to diagnose choanal atresia,Non-Critical,0.2,Medical
the treatments for choanal atresia,Non-Critical,0.2,Medical
the outlook for choanal atresia,Non-Critical,0.2,Medical
the complications of choanal atresia,Non-Critical,0.2,Medical
do i need to see a doctor for choanal atresia,Non-Critical,0.2,Medical
how to prevent choanal atresia,Non-Critical,0.2,Medical
do you have information about choking adult or child over year,Non-Critical,0.2,Medical
do you have information about choking infant under year,Non-Critical,0.2,Medical
are choking unconscious adult or child over year,Critical,0.9,Medical
what causes choking unconscious adult or child over year,Critical,0.9,Medical
the symptoms of choking unconscious adult or child over year,Critical,0.9,Medical
what to do for choking unconscious adult or child over year,Critical,0.9,Medical
do i need to see a doctor for choking unconscious adult or child over year,Critical,0.9,Medical
how to prevent choking unconscious adult or child over year,Critical,0.9,Medical
are cholangiocarcinoma,Non-Critical,0.2,Medical
what causes cholangiocarcinoma,Non-Critical,0.2,Medical
the symptoms of cholangiocarcinoma,Non-Critical,0.2,Medical
how to diagnose cholangiocarcinoma,Non-Critical,0.2,Medical
the treatments for cholangiocarcinoma,Non-Critical,0.2,Medical
where to find support for people with cholangiocarcinoma,Non-Critical,0.2,Medical
the outlook for cholangiocarcinoma,Non-Critical,0.2,Medical
the complications of cholangiocarcinoma,Non-Critical,0.2,Medical
do i need to see a doctor for cholangiocarcinoma,Non-Critical,0.2,Medical
are cholangitis,Non-Critical,0.2,Medical
what causes cholangitis,Non-Critical,0.2,Medical
the symptoms of cholangitis,Non-Critical,0.2,Medical
how to diagnose cholangitis,Non-Critical,0.2,Medical
the treatments for cholangitis,Non-Critical,0.2,Medical
the outlook for cholangitis,Non-Critical,0.2,Medical
the complications of cholangitis,Non-Critical,0.2,Medical
do i need to see a doctor for cholangitis,Non-Critical,0.2,Medical
how to prevent cholangitis,Non-Critical,0.2,Medical
are choledocholithiasis,Non-Critical,0.2,Medical
what causes choledocholithiasis,Non-Critical,0.2,Medical
the symptoms of choledocholithiasis,Non-Critical,0.2,Medical
how to diagnose choledocholithiasis,Non-Critical,0.2,Medical
the treatments for choledocholithiasis,Non-Critical,0.2,Medical
the outlook for choledocholithiasis,Non-Critical,0.2,Medical
the complications of choledocholithiasis,Non-Critical,0.2,Medical
do i need to see a doctor for choledocholithiasis,Non-Critical,0.2,Medical
are cholera,Non-Critical,0.2,Medical
what causes cholera,Non-Critical,0.2,Medical
the symptoms of cholera,Non-Critical,0.2,Medical
how to diagnose cholera,Non-Critical,0.2,Medical
the treatments for cholera,Non-Critical,0.2,Medical
the outlook for cholera,Non-Critical,0.2,Medical
the complications of cholera,Non-Critical,0.2,Medical
do i need to see a doctor for cholera,Non-Critical,0.2,Medical
how to prevent cholera,Non-Critical,0.2,Medical
are cholestasis,Non-Critical,0.2,Medical
what causes cholestasis,Non-Critical,0.2,Medical
the symptoms of cholestasis,Non-Critical,0.2,Medical
how to diagnose cholestasis,Non-Critical,0.2,Medical
the treatments for cholestasis,Non-Critical,0.2,Medical
the outlook for cholestasis,Non-Critical,0.2,Medical
the complications of cholestasis,Non-Critical,0.2,Medical
do i need to see a doctor for cholestasis,Non-Critical,0.2,Medical
how to prevent cholestasis,Non-Critical,0.2,Medical
are cholesteatoma,Non-Critical,0.2,Medical
what causes cholesteatoma,Non-Critical,0.2,Medical
the symptoms of cholesteatoma,Non-Critical,0.2,Medical
how to diagnose cholesteatoma,Non-Critical,0.2,Medical
the treatments for cholesteatoma,Non-Critical,0.2,Medical
the outlook for cholesteatoma,Non-Critical,0.2,Medical
the complications of cholesteatoma,Non-Critical,0.2,Medical
do i need to see a doctor for cholesteatoma,Non-Critical,0.2,Medical
how to prevent cholesteatoma,Non-Critical,0.2,Medical
do you have information about cholesterol drug treatment,Non-Critical,0.2,Medical
do you have information about cholesterol what to ask your doctor,Non-Critical,0.2,Medical
do you have information about cholesterol and lifestyle,Non-Critical,0.2,Medical
do you have information about cholesterol testing and results,Non-Critical,0.2,Medical
do you have information about cholinesterase blood,Non-Critical,0.2,Medical
are choosing a primary care provider,Non-Critical,0.2,Medical
do you have information about choosing effective patient education materials,Non-Critical,0.2,Medical
do you have information about choosing the best doctor,Non-Critical,0.2,Medical
are choosing the right health care provider for pregnancy and childbirth,Non-Critical,0.2,Medical
are choriocarcinoma,Non-Critical,0.2,Medical
what causes choriocarcinoma,Non-Critical,0.2,Medical
the symptoms of choriocarcinoma,Non-Critical,0.2,Medical
how to diagnose choriocarcinoma,Non-Critical,0.2,Medical
the treatments for choriocarcinoma,Non-Critical,0.2,Medical
where to find support for people with choriocarcinoma,Non-Critical,0.2,Medical
the outlook for choriocarcinoma,Non-Critical,0.2,Medical
do i need to see a doctor for choriocarcinoma,Non-Critical,0.2,Medical
do you have information about chorionic villus sampling,Non-Critical,0.2,Medical
do you have information about choroid,Non-Critical,0.2,Medical
are choroidal dystrophies,Non-Critical,0.2,Medical
how to diagnose choroidal dystrophies,Non-Critical,0.2,Medical
do you have information about chromatography,Non-Critical,0.2,Medical
do you have information about chromium blood test,Non-Critical,0.2,Medical
do you have information about chromium in diet,Non-Critical,0.2,Medical
do you have information about chromosome,Non-Critical,0.2,Medical
do you have information about chronic,Non-Critical,0.2,Medical
are chronic cholecystitis,Non-Critical,0.2,Medical
what causes chronic cholecystitis,Non-Critical,0.2,Medical
the symptoms of chronic cholecystitis,Non-Critical,0.2,Medical
how to diagnose chronic cholecystitis,Non-Critical,0.2,Medical
the treatments for chronic cholecystitis,Non-Critical,0.2,Medical
the outlook for chronic cholecystitis,Non-Critical,0.2,Medical
the complications of chronic cholecystitis,Non-Critical,0.2,Medical
do i need to see a doctor for chronic cholecystitis,Non-Critical,0.2,Medical
how to prevent chronic cholecystitis,Non-Critical,0.2,Medical
are chronic fatigue syndrome,Ambiguous,0.7,Medical
what causes chronic fatigue syndrome,Ambiguous,0.7,Medical
the symptoms of chronic fatigue syndrome,Ambiguous,0.7,Medical
how to diagnose chronic fatigue syndrome,Ambiguous,0.7,Medical
the treatments for chronic fatigue syndrome,Ambiguous,0.7,Medical
where to find support for people with chronic fatigue syndrome,Ambiguous,0.7,Medical
the outlook for chronic fatigue syndrome,Ambiguous,0.7,Medical
the complications of chronic fatigue syndrome,Ambiguous,0.7,Medical
do i need to see a doctor for chronic fatigue syndrome,Ambiguous,0.7,Medical
are chronic fatigue syndrome resources,Ambiguous,0.7,Medical
are chronic granulomatous disease,Non-Critical,0.2,Medical
what causes chronic granulomatous disease,Non-Critical,0.2,Medical
the symptoms of chronic granulomatous disease,Non-Critical,0.2,Medical
how to diagnose chronic granulomatous disease,Non-Critical,0.2,Medical
the treatments for chronic granulomatous disease,Non-Critical,0.2,Medical
the outlook for chronic granulomatous disease,Non-Critical,0.2,Medical
the complications of chronic granulomatous disease,Non-Critical,0.2,Medical
do i need to see a doctor for chronic granulomatous disease,Non-Critical,0.2,Medical
how to prevent chronic granulomatous disease,Non-Critical,0.2,Medical
are chronic inflammatory polyneuropathy,Non-Critical,0.2,Medical
what causes chronic inflammatory polyneuropathy,Non-Critical,0.2,Medical
the symptoms of chronic inflammatory polyneuropathy,Non-Critical,0.2,Medical
how to diagnose chronic inflammatory polyneuropathy,Non-Critical,0.2,Medical
the treatments for chronic inflammatory polyneuropathy,Non-Critical,0.2,Medical
the outlook for chronic inflammatory polyneuropathy,Non-Critical,0.2,Medical
the complications of chronic inflammatory polyneuropathy,Non-Critical,0.2,Medical
do i need to see a doctor for chronic inflammatory polyneuropathy,Non-Critical,0.2,Medical
are chronic kidney disease,Non-Critical,0.2,Medical
what causes chronic kidney disease,Non-Critical,0.2,Medical
the symptoms of chronic kidney disease,Non-Critical,0.2,Medical
how to diagnose chronic kidney disease,Non-Critical,0.2,Medical
the treatments for chronic kidney disease,Non-Critical,0.2,Medical
where to find support for people with chronic kidney disease,Non-Critical,0.2,Medical
the outlook for chronic kidney disease,Non-Critical,0.2,Medical
the complications of chronic kidney disease,Non-Critical,0.2,Medical
how to prevent chronic kidney disease,Non-Critical,0.2,Medical
are chronic lymphocytic leukemia cll,Non-Critical,0.2,Medical
what causes chronic lymphocytic leukemia cll,Non-Critical,0.2,Medical
the symptoms of chronic lymphocytic leukemia cll,Non-Critical,0.2,Medical
how to diagnose chronic lymphocytic leukemia cll,Non-Critical,0.2,Medical
the treatments for chronic lymphocytic leukemia cll,Non-Critical,0.2,Medical
where to find support for people with chronic lymphocytic leukemia cll,Non-Critical,0.2,Medical
the outlook for chronic lymphocytic leukemia cll,Non-Critical,0.2,Medical
the complications of chronic lymphocytic leukemia cll,Non-Critical,0.2,Medical
do i need to see a doctor for chronic lymphocytic leukemia cll,Non-Critical,0.2,Medical
are chronic motor tic disorder,Non-Critical,0.2,Medical
what causes chronic motor tic disorder,Non-Critical,0.2,Medical
the symptoms of chronic motor tic disorder,Non-Critical,0.2,Medical
how to diagnose chronic motor tic disorder,Non-Critical,0.2,Medical
the treatments for chronic motor tic disorder,Non-Critical,0.2,Medical
the outlook for chronic motor tic disorder,Non-Critical,0.2,Medical
the complications of chronic motor tic disorder,Non-Critical,0.2,Medical
do i need to see a doctor for chronic motor tic disorder,Non-Critical,0.2,Medical
are chronic myelogenous leukemia cml,Non-Critical,0.2,Medical
what causes chronic myelogenous leukemia cml,Non-Critical,0.2,Medical
the symptoms of chronic myelogenous leukemia cml,Non-Critical,0.2,Medical
how to diagnose chronic myelogenous leukemia cml,Non-Critical,0.2,Medical
the treatments for chronic myelogenous leukemia cml,Non-Critical,0.2,Medical
where to find support for people with chronic myelogenous leukemia cml,Non-Critical,0.2,Medical
the outlook for chronic myelogenous leukemia cml,Non-Critical,0.2,Medical
the complications of chronic myelogenous leukemia cml,Non-Critical,0.2,Medical
how to prevent chronic myelogenous leukemia cml,Non-Critical,0.2,Medical
are chronic obstructive pulmonary disease,Non-Critical,0.2,Medical
what causes chronic obstructive pulmonary disease,Non-Critical,0.2,Medical
the symptoms of chronic obstructive pulmonary disease,Non-Critical,0.2,Medical
how to diagnose chronic obstructive pulmonary disease,Non-Critical,0.2,Medical
the treatments for chronic obstructive pulmonary disease,Non-Critical,0.2,Medical
where to find support for people with chronic obstructive pulmonary disease,Non-Critical,0.2,Medical
the outlook for chronic obstructive pulmonary disease,Non-Critical,0.2,Medical
the complications of chronic obstructive pulmonary disease,Non-Critical,0.2,Medical
do i need to see a doctor for chronic obstructive pulmonary disease,Non-Critical,0.2,Medical
how to prevent chronic obstructive pulmonary disease,Non-Critical,0.2,Medical
are chronic obstructive pulmonary disease adults discharge,Non-Critical,0.2,Medical
do i need to see a doctor for chronic obstructive pulmonary disease adults discharge,Non-Critical,0.2,Medical
are chronic obstructive pulmonary disease control drugs,Non-Critical,0.2,Medical
are chronic obstructive pulmonary disease quickrelief drugs,Non-Critical,0.2,Medical
are chronic pain resources,Non-Critical,0.2,Medical
are chronic pancreatitis,Non-Critical,0.2,Medical
what causes chronic pancreatitis,Non-Critical,0.2,Medical
the symptoms of chronic pancreatitis,Non-Critical,0.2,Medical
how to diagnose chronic pancreatitis,Non-Critical,0.2,Medical
the treatments for chronic pancreatitis,Non-Critical,0.2,Medical
the outlook for chronic pancreatitis,Non-Critical,0.2,Medical
the complications of chronic pancreatitis,Non-Critical,0.2,Medical
do i need to see a doctor for chronic pancreatitis,Non-Critical,0.2,Medical
how to prevent chronic pancreatitis,Non-Critical,0.2,Medical
are chronic subdural hematoma,Non-Critical,0.2,Medical
what causes chronic subdural hematoma,Non-Critical,0.2,Medical
the symptoms of chronic subdural hematoma,Non-Critical,0.2,Medical
how to diagnose chronic subdural hematoma,Non-Critical,0.2,Medical
the treatments for chronic subdural hematoma,Non-Critical,0.2,Medical
the outlook for chronic subdural hematoma,Non-Critical,0.2,Medical
the complications of chronic subdural hematoma,Non-Critical,0.2,Medical
do i need to see a doctor for chronic subdural hematoma,Non-Critical,0.2,Medical
how to prevent chronic subdural hematoma,Non-Critical,0.2,Medical
are chronic thyroiditis hashimoto disease,Non-Critical,0.2,Medical
what causes chronic thyroiditis hashimoto disease,Non-Critical,0.2,Medical
the symptoms of chronic thyroiditis hashimoto disease,Non-Critical,0.2,Medical
how to diagnose chronic thyroiditis hashimoto disease,Non-Critical,0.2,Medical
the treatments for chronic thyroiditis hashimoto disease,Non-Critical,0.2,Medical
the outlook for chronic thyroiditis hashimoto disease,Non-Critical,0.2,Medical
the complications of chronic thyroiditis hashimoto disease,Non-Critical,0.2,Medical
do i need to see a doctor for chronic thyroiditis hashimoto disease,Non-Critical,0.2,Medical
how to prevent chronic thyroiditis hashimoto disease,Non-Critical,0.2,Medical
are chylomicronemia syndrome,Non-Critical,0.2,Medical
what causes chylomicronemia syndrome,Non-Critical,0.2,Medical
the symptoms of chylomicronemia syndrome,Non-Critical,0.2,Medical
how to diagnose chylomicronemia syndrome,Non-Critical,0.2,Medical
the treatments for chylomicronemia syndrome,Non-Critical,0.2,Medical
the outlook for chylomicronemia syndrome,Non-Critical,0.2,Medical
the complications of chylomicronemia syndrome,Non-Critical,0.2,Medical
do i need to see a doctor for chylomicronemia syndrome,Non-Critical,0.2,Medical
how to prevent chylomicronemia syndrome,Non-Critical,0.2,Medical
do you have information about ciliary body,Non-Critical,0.2,Medical
do you have information about circumcision,Non-Critical,0.2,Medical
are cirrhosis,Non-Critical,0.2,Medical
what causes cirrhosis,Non-Critical,0.2,Medical
the symptoms of cirrhosis,Non-Critical,0.2,Medical
how to diagnose cirrhosis,Non-Critical,0.2,Medical
the treatments for cirrhosis,Non-Critical,0.2,Medical
where to find support for people with cirrhosis,Non-Critical,0.2,Medical
the outlook for cirrhosis,Non-Critical,0.2,Medical
the complications of cirrhosis,Non-Critical,0.2,Medical
do i need to see a doctor for cirrhosis,Non-Critical,0.2,Medical
how to prevent cirrhosis,Non-Critical,0.2,Medical
are cirrhosis discharge,Non-Critical,0.2,Medical
the outlook for cirrhosis discharge,Non-Critical,0.2,Medical
do i need to see a doctor for cirrhosis discharge,Non-Critical,0.2,Medical
do you have information about citric acid urine test,Non-Critical,0.2,Medical
are claw foot,Non-Critical,0.2,Medical
what to do for claw foot,Non-Critical,0.2,Medical
what causes claw foot,Non-Critical,0.2,Medical
do i need to see a doctor for claw foot,Non-Critical,0.2,Medical
the outlook for claw foot,Non-Critical,0.2,Medical
are claw hand,Non-Critical,0.2,Medical
what to do for claw hand,Non-Critical,0.2,Medical
what causes claw hand,Non-Critical,0.2,Medical
do i need to see a doctor for claw hand,Non-Critical,0.2,Medical
the outlook for claw hand,Non-Critical,0.2,Medical
are clean catch urine sample,Non-Critical,0.2,Medical
do you have information about cleaning supplies and equipment,Non-Critical,0.2,Medical
do you have information about cleaning to prevent the spread of germs,Non-Critical,0.2,Medical
are cleft lip and palate,Non-Critical,0.2,Medical
what causes cleft lip and palate,Non-Critical,0.2,Medical
the symptoms of cleft lip and palate,Non-Critical,0.2,Medical
how to diagnose cleft lip and palate,Non-Critical,0.2,Medical
the treatments for cleft lip and palate,Non-Critical,0.2,Medical
where to find support for people with cleft lip and palate,Non-Critical,0.2,Medical
the outlook for cleft lip and palate,Non-Critical,0.2,Medical
do i need to see a doctor for cleft lip and palate,Non-Critical,0.2,Medical
are cleft lip and palate repair,Non-Critical,0.2,Medical
who is at risk for cleft lip and palate repair,Non-Critical,0.2,Medical
the outlook for cleft lip and palate repair,Non-Critical,0.2,Medical
are cleft lip and palate repair discharge,Non-Critical,0.2,Medical
the outlook for cleft lip and palate repair discharge,Non-Critical,0.2,Medical
do i need to see a doctor for cleft lip and palate repair discharge,Non-Critical,0.2,Medical
are cleft palate resources,Non-Critical,0.2,Medical
are cleidocranial dysostosis,Non-Critical,0.2,Medical
what causes cleidocranial dysostosis,Non-Critical,0.2,Medical
the symptoms of cleidocranial dysostosis,Non-Critical,0.2,Medical
how to diagnose cleidocranial dysostosis,Non-Critical,0.2,Medical
the treatments for cleidocranial dysostosis,Non-Critical,0.2,Medical
the outlook for cleidocranial dysostosis,Non-Critical,0.2,Medical
the complications of cleidocranial dysostosis,Non-Critical,0.2,Medical
do i need to see a doctor for cleidocranial dysostosis,Non-Critical,0.2,Medical
how to prevent cleidocranial dysostosis,Non-Critical,0.2,Medical
do you have information about clinitest tablets poisoning,Non-Critical,0.2,Medical
do you have information about clopidogrel plavix,Non-Critical,0.2,Medical
do you have information about closed reduction of a fractured bone,Non-Critical,0.2,Medical
do you have information about closed reduction of a fractured bone aftercare,Non-Critical,0.2,Medical
do you have information about closed suction drain with bulb,Non-Critical,0.2,Medical
do you have information about cloth dye poisoning,Non-Critical,0.2,Medical
are cloudy cornea,Non-Critical,0.2,Medical
what causes cloudy cornea,Non-Critical,0.2,Medical
what to do for cloudy cornea,Non-Critical,0.2,Medical
do i need to see a doctor for cloudy cornea,Non-Critical,0.2,Medical
the outlook for cloudy cornea,Non-Critical,0.2,Medical
do you have information about clubbing of the fingers or toes,Non-Critical,0.2,Medical
are clubfoot,Non-Critical,0.2,Medical
what causes clubfoot,Non-Critical,0.2,Medical
the symptoms of clubfoot,Non-Critical,0.2,Medical
how to diagnose clubfoot,Non-Critical,0.2,Medical
the treatments for clubfoot,Non-Critical,0.2,Medical
the outlook for clubfoot,Non-Critical,0.2,Medical
the complications of clubfoot,Non-Critical,0.2,Medical
do i need to see a doctor for clubfoot,Non-Critical,0.2,Medical
are clubfoot repair,Non-Critical,0.2,Medical
who is at risk for clubfoot repair,Non-Critical,0.2,Medical
the outlook for clubfoot repair,Non-Critical,0.2,Medical
are cluster headache,Ambiguous,0.7,Medical
what causes cluster headache,Ambiguous,0.7,Medical
the symptoms of cluster headache,Ambiguous,0.7,Medical
how to diagnose cluster headache,Ambiguous,0.7,Medical
the treatments for cluster headache,Ambiguous,0.7,Medical
the outlook for cluster headache,Ambiguous,0.7,Medical
do i need to see a doctor for cluster headache,Ambiguous,0.7,Medical
how to prevent cluster headache,Ambiguous,0.7,Medical
are cmv gastroenteritiscolitis,Non-Critical,0.2,Medical
what causes cmv gastroenteritiscolitis,Non-Critical,0.2,Medical
the symptoms of cmv gastroenteritiscolitis,Non-Critical,0.2,Medical
how to diagnose cmv gastroenteritiscolitis,Non-Critical,0.2,Medical
the treatments for cmv gastroenteritiscolitis,Non-Critical,0.2,Medical
the outlook for cmv gastroenteritiscolitis,Non-Critical,0.2,Medical
the complications of cmv gastroenteritiscolitis,Non-Critical,0.2,Medical
do i need to see a doctor for cmv gastroenteritiscolitis,Non-Critical,0.2,Medical
how to prevent cmv gastroenteritiscolitis,Non-Critical,0.2,Medical
are cmv pneumonia,Non-Critical,0.2,Medical
what causes cmv pneumonia,Non-Critical,0.2,Medical
the symptoms of cmv pneumonia,Non-Critical,0.2,Medical
how to diagnose cmv pneumonia,Non-Critical,0.2,Medical
the treatments for cmv pneumonia,Non-Critical,0.2,Medical
the outlook for cmv pneumonia,Non-Critical,0.2,Medical
the complications of cmv pneumonia,Non-Critical,0.2,Medical
do i need to see a doctor for cmv pneumonia,Non-Critical,0.2,Medical
how to prevent cmv pneumonia,Non-Critical,0.2,Medical
do you have information about cmv serology test,Non-Critical,0.2,Medical
do you have information about co blood test,Non-Critical,0.2,Medical
are coal workers pneumoconiosis,Non-Critical,0.2,Medical
what causes coal workers pneumoconiosis,Non-Critical,0.2,Medical
the symptoms of coal workers pneumoconiosis,Non-Critical,0.2,Medical
how to diagnose coal workers pneumoconiosis,Non-Critical,0.2,Medical
the treatments for coal workers pneumoconiosis,Non-Critical,0.2,Medical
where to find support for people with coal workers pneumoconiosis,Non-Critical,0.2,Medical
the outlook for coal workers pneumoconiosis,Non-Critical,0.2,Medical
the complications of coal workers pneumoconiosis,Non-Critical,0.2,Medical
how to prevent coal workers pneumoconiosis,Non-Critical,0.2,Medical
are coarctation of the aorta,Non-Critical,0.2,Medical
what causes coarctation of the aorta,Non-Critical,0.2,Medical
the symptoms of coarctation of the aorta,Non-Critical,0.2,Medical
how to diagnose coarctation of the aorta,Non-Critical,0.2,Medical
the treatments for coarctation of the aorta,Non-Critical,0.2,Medical
the outlook for coarctation of the aorta,Non-Critical,0.2,Medical
the complications of coarctation of the aorta,Non-Critical,0.2,Medical
do i need to see a doctor for coarctation of the aorta,Non-Critical,0.2,Medical
how to prevent coarctation of the aorta,Non-Critical,0.2,Medical
are cobalt poisoning,Non-Critical,0.2,Medical
the symptoms of cobalt poisoning,Non-Critical,0.2,Medical
what to do for cobalt poisoning,Non-Critical,0.2,Medical
the outlook for cobalt poisoning,Non-Critical,0.2,Medical
are cocaine intoxication,Non-Critical,0.2,Medical
what causes cocaine intoxication,Non-Critical,0.2,Medical
the symptoms of cocaine intoxication,Non-Critical,0.2,Medical
how to diagnose cocaine intoxication,Non-Critical,0.2,Medical
the treatments for cocaine intoxication,Non-Critical,0.2,Medical
the outlook for cocaine intoxication,Non-Critical,0.2,Medical
are cocaine withdrawal,Non-Critical,0.2,Medical
what causes cocaine withdrawal,Non-Critical,0.2,Medical
the symptoms of cocaine withdrawal,Non-Critical,0.2,Medical
how to diagnose cocaine withdrawal,Non-Critical,0.2,Medical
the treatments for cocaine withdrawal,Non-Critical,0.2,Medical
where to find support for people with cocaine withdrawal,Non-Critical,0.2,Medical
the outlook for cocaine withdrawal,Non-Critical,0.2,Medical
the complications of cocaine withdrawal,Non-Critical,0.2,Medical
do i need to see a doctor for cocaine withdrawal,Non-Critical,0.2,Medical
how to prevent cocaine withdrawal,Non-Critical,0.2,Medical
do you have information about coccidioides complement fixation,Non-Critical,0.2,Medical
do you have information about coccidioides precipitin test,Non-Critical,0.2,Medical
do you have information about cochlear implant,Non-Critical,0.2,Medical
are codeine overdose,Non-Critical,0.2,Medical
the symptoms of codeine overdose,Non-Critical,0.2,Medical
the outlook for codeine overdose,Non-Critical,0.2,Medical
are cognitive behavioral therapy for back pain,Non-Critical,0.2,Medical
are cold intolerance,Non-Critical,0.2,Medical
what to do for cold intolerance,Non-Critical,0.2,Medical
what causes cold intolerance,Non-Critical,0.2,Medical
do i need to see a doctor for cold intolerance,Non-Critical,0.2,Medical
the outlook for cold intolerance,Non-Critical,0.2,Medical
do you have information about cold knife cone biopsy,Non-Critical,0.2,Medical
are cold wave lotion poisoning,Non-Critical,0.2,Medical
the symptoms of cold wave lotion poisoning,Non-Critical,0.2,Medical
what to do for cold wave lotion poisoning,Non-Critical,0.2,Medical
the outlook for cold wave lotion poisoning,Non-Critical,0.2,Medical
are colds and flus antibiotics,Non-Critical,0.2,Medical
are colds and the flu what to ask your doctor adult,Non-Critical,0.2,Medical
are colds and the flu what to ask your doctor child,Non-Critical,0.2,Medical
are colic and crying selfcare,Non-Critical,0.2,Medical
the symptoms of colic and crying selfcare,Non-Critical,0.2,Medical
what causes colic and crying selfcare,Non-Critical,0.2,Medical
are colitis,Non-Critical,0.2,Medical
what causes colitis,Non-Critical,0.2,Medical
the symptoms of colitis,Non-Critical,0.2,Medical
how to diagnose colitis,Non-Critical,0.2,Medical
the treatments for colitis,Non-Critical,0.2,Medical
the outlook for colitis,Non-Critical,0.2,Medical
the complications of colitis,Non-Critical,0.2,Medical
do i need to see a doctor for colitis,Non-Critical,0.2,Medical
are collagen vascular disease,Non-Critical,0.2,Medical
are collapsed lung pneumothorax,Non-Critical,0.2,Medical
what causes collapsed lung pneumothorax,Non-Critical,0.2,Medical
the symptoms of collapsed lung pneumothorax,Non-Critical,0.2,Medical
how to diagnose collapsed lung pneumothorax,Non-Critical,0.2,Medical
the treatments for collapsed lung pneumothorax,Non-Critical,0.2,Medical
the outlook for collapsed lung pneumothorax,Non-Critical,0.2,Medical
the complications of collapsed lung pneumothorax,Non-Critical,0.2,Medical
do i need to see a doctor for collapsed lung pneumothorax,Non-Critical,0.2,Medical
how to prevent collapsed lung pneumothorax,Non-Critical,0.2,Medical
are collateral ligament cl injury aftercare,Non-Critical,0.2,Medical
the outlook for collateral ligament cl injury aftercare,Non-Critical,0.2,Medical
do i need to see a doctor for collateral ligament cl injury aftercare,Non-Critical,0.2,Medical
are college students and the flu,Non-Critical,0.2,Medical
are colles wrist fracture aftercare,Non-Critical,0.2,Medical
the outlook for colles wrist fracture aftercare,Non-Critical,0.2,Medical
do i need to see a doctor for colles wrist fracture aftercare,Non-Critical,0.2,Medical
are coloboma of the iris,Non-Critical,0.2,Medical
what to do for coloboma of the iris,Non-Critical,0.2,Medical
what causes coloboma of the iris,Non-Critical,0.2,Medical
do i need to see a doctor for coloboma of the iris,Non-Critical,0.2,Medical
the outlook for coloboma of the iris,Non-Critical,0.2,Medical
do you have information about cologne poisoning,Non-Critical,0.2,Medical
are colon cancer,Non-Critical,0.2,Medical
what causes colon cancer,Non-Critical,0.2,Medical
the symptoms of colon cancer,Non-Critical,0.2,Medical
how to diagnose colon cancer,Non-Critical,0.2,Medical
the treatments for colon cancer,Non-Critical,0.2,Medical
where to find support for people with colon cancer,Non-Critical,0.2,Medical
the outlook for colon cancer,Non-Critical,0.2,Medical
the complications of colon cancer,Non-Critical,0.2,Medical
do i need to see a doctor for colon cancer,Non-Critical,0.2,Medical
how to prevent colon cancer,Non-Critical,0.2,Medical
are colon cancer resources,Non-Critical,0.2,Medical
do you have information about colon cancer screening,Non-Critical,0.2,Medical
do you have information about colonoscopy,Non-Critical,0.2,Medical
do you have information about colonoscopy discharge,Non-Critical,0.2,Medical
